Anbieter_ObjektID,Vermarktungstyp,Erstellungsdatum,id,Anbieter_ID,Boersen_ID,Immobilientyp,erzeugt_am,Land,description,OBID,Bundesland,Monat,Stadt,Wohnflaeche,Kaufpreis,Ueberschrift,name,url,Gewerblich,Bezirk,Immobilientyp_detail,PLZ,Telefon,Haushnummer
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1905, KT 3 NKM, frei ab: sofort",,,,Berlin,,"2000,00 EUR",,"Gewerbefläche in zentraler Lage von 13156 Berlin-Pankow, Ortsteil Niederschönhausen",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D66050667&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 2004, frei ab: zum 01.04.2016 ggf. früher",,,,Berlin,,EUR,,Schöne Marienstraße ? Klasse Büro mitten im Regierungsviertel!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84603971&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1995, frei ab: 01.01.2016",,,,Berlin,,EUR,,Attraktive Büros an der Schönhauser Allee!!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82998688&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Antonienstraße, Wohn- und Gesch, Bj. 1982, frei ab: sofort",,,,Berlin,,EUR,,Gestaltbare Gewerbefläche zu vermieten,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84992887&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, Eresburgstraße, B, frei ab: sofort",,,,Berlin,,"1080,00 EUR",,Attraktive Büro-/Gewerbeflächen in Tempelhof - Nahe IKEA,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84770306&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Exerzierstraße, B, Bj. 1905, KT 7.515,00 EUR, frei ab: sofort (Mietbeginn verhandelbar)",,,,Berlin,,EUR,,kein Casino!! - Ihre neue Gewerbefläche zwischen Osloer- und Badstraße - umsatzsteuerfrei!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84829632&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, Lottumstr., B, Bj. 1898, frei ab: VERMIETET",,,,Berlin,,"129000,00 EUR",,"Mitte: u.a. 3-Zi-Büro / Gewerbe, ca. 62 m², VHS Souterrain.VERMIETET, per SOFORT zu VERKAUFEN",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83876961&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Metzerstraße, B, Bj. 1905, KT 2022,57, frei ab: sofort",,,,Berlin,,"674,19 EUR",,frequentierte Lage! Direkt am Metzerplatz! Gewerbefläche sucht neuen Mieter!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83136818&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1965, frei ab: ca. 4-5 Monate nach MV-Unterzeichnung",,,,Berlin,,EUR,,"C&W: Moderne, hochwertige Büro mit Ku'damm-Adresse! ***provisionsfrei***",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83541279&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=3,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 2013, frei ab: kurzfristig",,,,Berlin,,EUR,,"Exklusive Büros auf dem Ku´damm, schon ab 12 m² - provisionsfrei!",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74200236&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=3,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, frei ab: SOFORT",,,,Berlin,,EUR,,City-West: Kudamm 1A-Lage: komplett ausgestattete Büros ab 12 m² per SOFORT ***provisionsfrei,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83594343&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=3,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, frei ab: kurzfristig",,,,Berlin,,EUR,,Schöne Büros mit Wasserblick,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84660446&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Germaniastraße, B, Bj. 1906, KT 2.985,00 EUR (3x Nettokaltmieten), frei ab: 01.10.2015",,,,Berlin,,"995,00 EUR",,*!!Gewerbefläche für Einzelhandel oder Büro jeder Art sucht Nachmieter ab sofort!!*,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83042298&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Potsdamer Platz, B, Bj. 1998",,,,Berlin,,EUR,,Im Herzen Berlins - exklusive Büros im Potsdamer Platz 1 - Provisionsfrei!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83574629&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, frei ab: kurzfristig",,,,Berlin,,EUR,,"Kleines Büro zu vermieten, auf Wunsch auch möbliert - provisionsfrei!",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74200201&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1989, frei ab: sofort",,,,Berlin,,"2150000,00 EUR",,Vielseitig nutzbares Gewerbeobjekt mit 2.246 m² Gewerbefläche in Weißensee,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82650781&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, Bergfelder Str., B, Bj. 1997, KT 3 NKM, frei ab: 01.04.2016",,,,Berlin,,"10,00 EUR",,"Kleine, feine Gewerbefläche - hell und verkehrsgünstig",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84351656&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,16,,
,,,,Immobilienscout,,,,,"Berlin, B, frei ab: kurzfristig",,,,Berlin,,EUR,,Schöne Büros mit Wasserblick,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84660446&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1938, frei ab: Kurzfristig",,,,Berlin,,EUR,,"AGIS berlin-bueros.de: 154m² City-Wilmersdorf, nahe Kurfürstendamm, repräsentatives Büro",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82922268&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Leipzig, Lindenauer Markt, B, KT 3 Monatsmieten, frei ab: ab sofort",,,,Leipzig,,EUR,,modernes zentrumsnahes Arbeiten am Lindenauer Markt - Büros ab 200m² - Tiefgarage vorhanden,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84978855&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Beethovenstraße, B, Bj. 1994, KT 3 KM, frei ab: sofort",,,,Leipzig,,"5200,00 EUR",,*MUSIKVIERTEL: EXKLUSIVE LAGE = EXKLUSIVES BÜRO!*,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D78017977&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Berlin, Brandenburgische Str., B, Bj. 1900, KT 6600, frei ab: sofort",,,,Berlin,,"2200,00 EUR",,** Großes Büro mit 6 Räumen in stilvollem Altbau Nähe Adenauerplatz **,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84182368&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Leipzig, Schwägrichenstraße, B, KT 7.530 EUR, frei ab: sofort",,,,Leipzig,,"2510,00 EUR",,"() musikviertel () großes büro mit charme () parkett, stuck & flügeltüren () pkw-stellplatz mgl ()",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D78668353&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Beethovenstr., B, Bj. 1994, KT 8.619,00 EUR, frei ab: sofort",,,,Leipzig,,"2873,00 EUR",,IHR BÜRO IM MUSIKERVIERTEL ...,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D80842926&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Arthur-Hoffmann-Straße, B, Bj. 1900, frei ab: sofort (Mietbeginn verhandelbar)",,,,Leipzig,,EUR,,Ihre neue Gewerbefläche in der Südvorstadt,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82725433&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Paul-Gruner-Straße, Wohn- und Gesch, KT 1675,00 EUR, frei ab: sofort",,,,Leipzig,,"838,00 EUR",,**Zentrum-Süd - Gewerbeflächen zu vermieten**,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83212817&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Delitzscher Strasse, Wohn- und Gesch, frei ab: Juli 2015",,,,Leipzig,,"715,00 EUR",,Büro in Eutritzsch,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D69476325&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, B",,,,Leipzig,,"510000,00 EUR",,"Repräsentatives Praxis/Büro in Gohlis-Süd, 5 Räume, Lobby, Bad, Gäste WC,Balkon Gartenanteil, TG",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79034242&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Delitzscher Strasse, Wohn- und Gesch, frei ab: Juli 2015",,,,Leipzig,,"715,00 EUR",,Büro in Eutritzsch,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D69476325&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Georg-Schumann-Straße, B, Bj. 1994, KT 3 KM, frei ab: 01.01.2016",,,,Leipzig,,"350,00 EUR",,*TOP BÜRO...ERFOLGREICHER DURCHSTARTEN IN GOHLIS-SÜD!*,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84481684&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=6,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Bitterfelder Straße, B, frei ab: sofort",,,,Leipzig,,"5100,00 EUR",,"Hbf und A4 in 5 Minuten Büro-, Werkstatt-, Lagerflächen",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79462352&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Georg-Schwarz-Straße, B, Bj. 1910",,,,Leipzig,,"607,40 EUR",,+++ERSTBEZUG++2-Zi./Büro/Blk. mitten im Wohngebiet+++,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84599655&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Fritz-Seger-Str., B, KT 3 Nettokaltmieten, frei ab: ab sofort",,,,Leipzig,,"721,00 EUR",,+++ 3 Raum-Büro im Gohliser Villen-Viertel +++,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D80729603&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, B",,,,Leipzig,,EUR,,Repräsentative Gewerbeflächen in Gohlis-Süd,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D81115094&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Wilhelm-Sammet, B, Bj. 2016, frei ab: 01.01.2016",,,,Leipzig,,"1634,95 EUR",,Büro - ERSTBEZUG - Gohlis - hochw. Ausstattung n. Wunsch!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82976599&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Nikolaistr., B, Bj. 1910, KT 6240 EUR, frei ab: sofort",,,,Leipzig,,"2080,00 EUR",,Das Büro für Individualisten in der City von Leipzig,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84445853&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Augustusplatz, B, Bj. 1972, KT 1.600,00 EUR, frei ab: sofort",,,,Leipzig,,"799,00 EUR",,Repräsentatives Büro im City-Hochhaus mit voller Kostentransparenz.,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83667903&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Dittrichring, B, Bj. 1904, KT 2 KM, frei ab: sofort",,,,Leipzig,,"1600,00 EUR",,# Büro / Rechtsanwaltskanzlei / Sprachschule #,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84630228&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Löhrstraße, B, Bj. 1996, frei ab: kurzfristig",,,,Leipzig,,EUR,,192 qm - Helle Büros in zentraler Lage am Tröndlinring,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74610363&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, B",,,,Leipzig,,EUR,,Büros in exponierter Lage,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79066649&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, B, Bj. 1993",,,,Leipzig,,EUR,,Büro- und Geschäftshaus,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82434922&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Praxis, Bj. 1900, frei ab: FREI AB JANUAR 2016",,,,Leipzig,,EUR,,Kleine vielseitig nutzbare Gewerbefläche!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83923875&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Bergstraße, B, Bj. 1900, KT 900 EUR, frei ab: sofort",,,,Leipzig,,"450,00 EUR",,"büros/praxen, 79,50 m² Gesamtfläche provisionsfrei zur Miete",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84842606&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
,,,,Immobilienscout,,,,,"Leipzig, Weißestr., B, Bj. 1900, KT 3852, frei ab: sofort",,,,Leipzig,,"1284,00 EUR",,"***Interessante Gewerbeeinheit für Agenturen, als Galerie oder Büro***",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83820545&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=7,,,,04,,
